dataset_id,dataset,file_id,file_size,creation_date,last_modification_date,logical_file_name,status,err_trace
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13924866397,117751755,2024-04-02 02:32:18+00:00,2024-04-02 02:32:18+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/710/00000/3ED31897-3279-4E86-B15D-1EF2A0D10A88.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13939678837,81063584,2024-04-02 10:55:24+00:00,2024-04-02 10:55:24+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/719/00000/0A717892-E8B6-48EB-8F8A-634A597FC29F.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13955495237,185480243,2024-04-03 02:37:22+00:00,2024-04-03 02:37:22+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/718/00000/D16EAD56-43A4-4D78-B768-BD7CC1D02932.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13959165997,325940120,2024-04-03 12:24:16+00:00,2024-04-03 12:24:16+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/742/00000/B53DAE92-FF46-4493-9AC5-3D54CA67FD29.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13963790397,273282739,2024-04-03 16:45:24+00:00,2024-04-03 16:45:24+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/750/00000/2EA8F660-043B-4F10-9A14-5CAF973F668A.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13963790517,264648865,2024-04-03 16:45:24+00:00,2024-04-03 16:45:24+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/750/00000/21FD61AD-4D2E-4BD0-A29D-4353FBF44E57.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13963790557,285402057,2024-04-03 16:45:24+00:00,2024-04-03 16:45:24+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/751/00000/65FCE6BC-39B4-476B-B3EF-D6794F491F08.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13963790677,28390499,2024-04-03 16:45:24+00:00,2024-04-03 16:45:24+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/765/00000/8ADB5696-4A15-4E70-980E-69E5BC92A501.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13965349517,8516568,2024-04-03 17:50:30+00:00,2024-04-03 17:50:30+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/772/00000/54BAAB24-A1E3-4123-87A4-A068679E4589.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13967061437,76973296,2024-04-03 18:58:36+00:00,2024-04-03 18:58:36+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/771/00000/FD85FE55-88C5-4712-B84E-22219BD67742.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13973532997,73026006,2024-04-03 22:31:54+00:00,2024-04-03 22:31:54+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/750/00000/C23A3655-8160-408C-A45C-BADEE101B8D7.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13981951717,142430633,2024-04-04 02:13:54+00:00,2024-04-04 02:13:54+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/777/00000/D7984D22-46A9-4872-9369-604C193EAF91.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13983518157,350215342,2024-04-04 02:53:40+00:00,2024-04-04 02:53:40+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/773/00000/1A9C3254-571C-4A66-9DF6-56D97CB39FC6.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13984809197,152731371,2024-04-04 06:16:50+00:00,2024-04-04 06:16:50+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/751/00000/7ED8FF06-DE55-4CD0-919F-B1DC1F71D176.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13991252117,32448850,2024-04-05 21:49:18+00:00,2024-04-05 21:49:18+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/857/00000/95C4A12F-2DEF-495E-9BCB-BCF8C5D45FCB.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13991252157,20862486,2024-04-05 21:49:18+00:00,2024-04-05 21:49:18+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/860/00000/C1E7163F-9124-45D1-B4C6-9CA0BCF445AA.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13991698637,17234869,2024-04-05 23:12:24+00:00,2024-04-05 23:12:24+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/863/00000/6E2C98B6-906E-42BD-AD8F-75A82BD517BC.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13991744797,20340156,2024-04-05 23:45:28+00:00,2024-04-05 23:45:28+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/866/00000/F9D40D5E-3F54-41DF-B9A2-44945CB0134A.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13991744837,11358755,2024-04-05 23:45:28+00:00,2024-04-05 23:45:28+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/862/00000/5232558B-BB63-492C-B9E8-87217AB948A3.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13991744877,65370698,2024-04-05 23:45:28+00:00,2024-04-05 23:45:28+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/861/00000/90DD46B1-C125-4CCA-AD66-A7FECC846EEC.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13991744917,17753273,2024-04-05 23:45:28+00:00,2024-04-05 23:45:28+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/865/00000/2F75358B-80B2-485E-993B-5637F82B56ED.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13992198477,17734677,2024-04-06 00:50:55+00:00,2024-04-06 00:50:55+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/864/00000/A86300C3-07C1-424A-B277-674D00DCA171.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13992198517,44426127,2024-04-06 00:50:55+00:00,2024-04-06 00:50:55+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/867/00000/66FFA088-C65C-4DCE-AE4D-07786298F1D9.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13992403277,40193148,2024-04-06 02:30:15+00:00,2024-04-06 02:30:15+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/868/00000/364AC578-44B0-4ADE-B240-12065B3B1AC0.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13992649117,96447971,2024-04-06 04:18:49+00:00,2024-04-06 04:18:49+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/856/00000/D5BA8C2C-F704-49A3-932B-265402F794BB.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13993593357,13064236,2024-04-06 06:30:20+00:00,2024-04-06 06:30:20+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/874/00000/43D0B4E6-7F28-4777-96E7-1D5364DE94FF.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13993593397,13193465,2024-04-06 06:30:20+00:00,2024-04-06 06:30:20+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/873/00000/613348AB-08B3-4E81-9FDB-191BCA9B5C17.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13993593437,18474406,2024-04-06 06:30:20+00:00,2024-04-06 06:30:20+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/872/00000/27DC85CA-242D-4E74-A7B1-BA5CDF78B4C4.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13993593477,32383822,2024-04-06 06:30:20+00:00,2024-04-06 06:30:20+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/871/00000/193D02BE-4504-46ED-A0B9-98F856B22543.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13993712597,162397202,2024-04-06 08:06:53+00:00,2024-04-06 08:06:53+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/869/00000/91C67366-3044-42CE-B29F-8D923A07827D.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13993864597,108151801,2024-04-06 09:14:58+00:00,2024-04-06 09:14:58+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/875/00000/3353B99C-7647-4A9F-89F8-9AB60B9540D9.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13993864637,161576131,2024-04-06 09:14:58+00:00,2024-04-06 09:14:58+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/870/00000/5BB35FB0-76C1-437B-B0C8-B9DE7ABB129B.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13995981917,9668030,2024-04-06 16:00:10+00:00,2024-04-06 16:00:10+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/917/00000/706E7ACE-37EC-4147-90F0-E121F24EA4DC.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13996308677,22209361,2024-04-06 16:56:44+00:00,2024-04-06 16:56:44+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/919/00000/64E260FA-A30F-4A59-AE6E-70EBD491EFE0.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13996308717,35458665,2024-04-06 16:56:44+00:00,2024-04-06 16:56:44+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/920/00000/3D380841-A747-4E8E-8AF7-53E3F4F10487.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13996308757,27877600,2024-04-06 16:56:44+00:00,2024-04-06 16:56:44+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/918/00000/74E3CCDC-1A6A-49B1-910D-BD2CA08ABE6D.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13997550997,57492055,2024-04-06 23:43:52+00:00,2024-04-06 23:43:52+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/929/00000/C5FE6939-10A7-4B81-9BDF-B3FF080640CB.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13998024837,182436544,2024-04-07 02:35:20+00:00,2024-04-07 02:35:20+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/938/00000/100D9116-C96A-4612-AC63-F33978EC070A.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13998166357,28466112,2024-04-07 03:03:26+00:00,2024-04-07 03:03:26+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/940/00000/F899D1DA-B240-4AF1-9366-0E35500F4BDF.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13998795237,188967546,2024-04-07 05:04:03+00:00,2024-04-07 05:04:03+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/927/00000/A63F86D2-D518-4B86-983B-C58A4CA762ED.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13998856357,10186221,2024-04-07 06:25:19+00:00,2024-04-07 06:25:19+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/946/00000/4E8E0555-3BB6-4B08-93A1-B418D769D9A6.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13999150157,41548809,2024-04-07 10:36:59+00:00,2024-04-07 10:36:59+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/959/00000/EC27BF2C-18A1-4FBA-9B96-40F6C031857F.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,13999830197,34421360,2024-04-07 12:22:18+00:00,2024-04-07 12:22:18+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/956/00000/D5733A9D-CB4D-4919-BE2E-5BD3033E2009.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,14000012557,42565488,2024-04-07 13:11:14+00:00,2024-04-07 13:11:14+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/960/00000/20A2FF49-5847-4065-95EC-91FFD5DA9DB7.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,14000331997,43365956,2024-04-07 14:54:21+00:00,2024-04-07 14:54:21+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/962/00000/CD8D9C8D-CAFA-4BFE-B0ED-7EB596BCDDB5.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,14000469917,39732962,2024-04-07 15:38:18+00:00,2024-04-07 15:38:18+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/961/00000/B13D1510-F340-4BBA-A2AC-B1E0686BEDF3.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,14000745437,220400744,2024-04-07 17:02:21+00:00,2024-04-07 17:02:21+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/944/00000/475C457C-14F7-4BB8-8372-8F16250DE286.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,14001265197,10246538,2024-04-07 19:23:05+00:00,2024-04-07 19:23:05+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/967/00000/94C0E72A-976F-442A-BB57-BDE18B0C1098.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,14001298797,32290949,2024-04-07 19:52:21+00:00,2024-04-07 19:52:21+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/968/00000/767497D8-14A9-451F-90BD-301041820916.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,14001574037,49342792,2024-04-08 02:48:37+00:00,2024-04-08 02:48:37+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/937/00000/5400ECBC-6AB1-42A6-991F-1F5486C6DAE8.root,FINISHED,
14927230,/ZeroBias/Run2024A-PromptReco-v1/DQMIO,14001574077,16139595,2024-04-08 02:48:37+00:00,2024-04-08 02:48:37+00:00,/store/data/Run2024A/ZeroBias/DQMIO/PromptReco-v1/000/378/937/00000/84FB2EC7-AC4E-49AF-B933-3B584BB42E17.root,FINISHED,
14944573,/ZeroBias/Run2024B-PromptReco-v1/DQMIO,14005951477,309723126,2024-04-09 07:45:28+00:00,2024-04-09 07:45:28+00:00,/store/data/Run2024B/ZeroBias/DQMIO/PromptReco-v1/000/378/981/00000/14D7A18D-4A5D-4935-ADAB-1F8BC0F89920.root,FINISHED,
14944573,/ZeroBias/Run2024B-PromptReco-v1/DQMIO,14005951517,331788679,2024-04-09 07:45:28+00:00,2024-04-09 07:45:28+00:00,/store/data/Run2024B/ZeroBias/DQMIO/PromptReco-v1/000/378/981/00000/DD014BB2-2D60-4789-8EA8-3B5A6BB03F6B.root,FINISHED,
14944573,/ZeroBias/Run2024B-PromptReco-v1/DQMIO,14005951557,342074540,2024-04-09 07:45:28+00:00,2024-04-09 07:45:28+00:00,/store/data/Run2024B/ZeroBias/DQMIO/PromptReco-v1/000/378/981/00000/0879ADFF-B865-4A7F-B865-FED4F1A070E3.root,FINISHED,
14944573,/ZeroBias/Run2024B-PromptReco-v1/DQMIO,14005951597,431616039,2024-04-09 07:45:28+00:00,2024-04-09 07:45:28+00:00,/store/data/Run2024B/ZeroBias/DQMIO/PromptReco-v1/000/378/981/00000/C8F41224-4B6B-4769-8EE5-E19FAB43E1F9.root,FINISHED,
14944573,/ZeroBias/Run2024B-PromptReco-v1/DQMIO,14005951637,424164092,2024-04-09 07:45:28+00:00,2024-04-09 07:45:28+00:00,/store/data/Run2024B/ZeroBias/DQMIO/PromptReco-v1/000/378/981/00000/77595922-ACBD-4862-A634-4DDFC10A2B5B.root,FINISHED,
14944573,/ZeroBias/Run2024B-PromptReco-v1/DQMIO,14005951677,403161556,2024-04-09 07:45:28+00:00,2024-04-09 07:45:28+00:00,/store/data/Run2024B/ZeroBias/DQMIO/PromptReco-v1/000/378/981/00000/C491125E-C317-4583-8AD0-63E4D7895427.root,FINISHED,
14944573,/ZeroBias/Run2024B-PromptReco-v1/DQMIO,14005951717,398197528,2024-04-09 07:45:28+00:00,2024-04-09 07:45:28+00:00,/store/data/Run2024B/ZeroBias/DQMIO/PromptReco-v1/000/378/985/00000/E1037BA5-8B72-4119-9617-F8DFAC118909.root,FINISHED,
14944573,/ZeroBias/Run2024B-PromptReco-v1/DQMIO,14005951757,490297922,2024-04-09 07:45:28+00:00,2024-04-09 07:45:28+00:00,/store/data/Run2024B/ZeroBias/DQMIO/PromptReco-v1/000/378/985/00000/1D55F140-39EE-4CB0-8177-BC8A936F2995.root,FINISHED,
14944573,/ZeroBias/Run2024B-PromptReco-v1/DQMIO,14005951797,609277906,2024-04-09 07:45:28+00:00,2024-04-09 07:45:28+00:00,/store/data/Run2024B/ZeroBias/DQMIO/PromptReco-v1/000/378/985/00000/EDDA5506-DE3B-46FC-A0A2-B56B2200A402.root,FINISHED,
14944573,/ZeroBias/Run2024B-PromptReco-v1/DQMIO,14005951837,274815531,2024-04-09 07:45:28+00:00,2024-04-09 07:45:28+00:00,/store/data/Run2024B/ZeroBias/DQMIO/PromptReco-v1/000/378/993/00000/451BA66E-8B94-45B2-AD08-B52E423A06F8.root,FINISHED,
14944573,/ZeroBias/Run2024B-PromptReco-v1/DQMIO,14005951877,434778665,2024-04-09 07:45:28+00:00,2024-04-09 07:45:28+00:00,/store/data/Run2024B/ZeroBias/DQMIO/PromptReco-v1/000/378/985/00000/649B61CF-16D9-4468-897D-D214CF48A642.root,FINISHED,
14944573,/ZeroBias/Run2024B-PromptReco-v1/DQMIO,14005951917,30514578,2024-04-09 07:45:28+00:00,2024-04-09 07:45:28+00:00,/store/data/Run2024B/ZeroBias/DQMIO/PromptReco-v1/000/379/002/00000/26081D06-C7B6-4CE0-9926-20515F3DE296.root,FINISHED,
14944573,/ZeroBias/Run2024B-PromptReco-v1/DQMIO,14005951957,117853738,2024-04-09 07:45:28+00:00,2024-04-09 07:45:28+00:00,/store/data/Run2024B/ZeroBias/DQMIO/PromptReco-v1/000/378/994/00000/C11E987E-8AB7-4E83-9705-57AACAD49688.root,FINISHED,
14944573,/ZeroBias/Run2024B-PromptReco-v1/DQMIO,14005951997,115841230,2024-04-09 07:45:28+00:00,2024-04-09 07:45:28+00:00,/store/data/Run2024B/ZeroBias/DQMIO/PromptReco-v1/000/378/995/00000/CBB35B0B-3454-4822-B788-96FE98FFD363.root,FINISHED,
14944573,/ZeroBias/Run2024B-PromptReco-v1/DQMIO,14005952037,110857682,2024-04-09 07:45:28+00:00,2024-04-09 07:45:28+00:00,/store/data/Run2024B/ZeroBias/DQMIO/PromptReco-v1/000/378/996/00000/5E541405-20BF-467D-BA72-0D00332A9A3E.root,FINISHED,
14944573,/ZeroBias/Run2024B-PromptReco-v1/DQMIO,14005952077,113889804,2024-04-09 07:45:28+00:00,2024-04-09 07:45:28+00:00,/store/data/Run2024B/ZeroBias/DQMIO/PromptReco-v1/000/378/999/00000/635DC75E-2A4A-43C2-AE58-7DE9C4378FE4.root,FINISHED,
14944573,/ZeroBias/Run2024B-PromptReco-v1/DQMIO,14005952117,108387429,2024-04-09 07:45:28+00:00,2024-04-09 07:45:28+00:00,/store/data/Run2024B/ZeroBias/DQMIO/PromptReco-v1/000/379/001/00000/C1B64A49-E745-4543-A7DA-2B131A0B5BCE.root,FINISHED,
14944573,/ZeroBias/Run2024B-PromptReco-v1/DQMIO,14005952157,107933801,2024-04-09 07:45:28+00:00,2024-04-09 07:45:28+00:00,/store/data/Run2024B/ZeroBias/DQMIO/PromptReco-v1/000/378/997/00000/FA5E7023-E039-4547-9C57-B1995DD8D03D.root,FINISHED,
14944573,/ZeroBias/Run2024B-PromptReco-v1/DQMIO,14005952197,111543339,2024-04-09 07:45:28+00:00,2024-04-09 07:45:28+00:00,/store/data/Run2024B/ZeroBias/DQMIO/PromptReco-v1/000/378/998/00000/C55627D7-815D-4AE0-A32F-051AB56BA347.root,FINISHED,
14944573,/ZeroBias/Run2024B-PromptReco-v1/DQMIO,14005952237,373218661,2024-04-09 07:45:28+00:00,2024-04-09 07:45:28+00:00,/store/data/Run2024B/ZeroBias/DQMIO/PromptReco-v1/000/378/981/00000/DA39618F-BBDC-48D2-9B95-2BC3F99B7FDB.root,FINISHED,
14944573,/ZeroBias/Run2024B-PromptReco-v1/DQMIO,14005952277,111326446,2024-04-09 07:45:28+00:00,2024-04-09 07:45:28+00:00,/store/data/Run2024B/ZeroBias/DQMIO/PromptReco-v1/000/379/000/00000/D7430358-D231-4768-9FFE-7EF912E365E5.root,FINISHED,
14944573,/ZeroBias/Run2024B-PromptReco-v1/DQMIO,14005952317,100342671,2024-04-09 07:45:28+00:00,2024-04-09 07:45:28+00:00,/store/data/Run2024B/ZeroBias/DQMIO/PromptReco-v1/000/378/993/00000/052CEE56-69F9-4250-8263-348EA45E3111.root,FINISHED,
14944573,/ZeroBias/Run2024B-PromptReco-v1/DQMIO,14005952357,41670108,2024-04-09 07:45:28+00:00,2024-04-09 07:45:28+00:00,/store/data/Run2024B/ZeroBias/DQMIO/PromptReco-v1/000/378/981/00000/6F7CC80B-4E14-4FFE-8FA0-780BE4F841A6.root,FINISHED,
14944573,/ZeroBias/Run2024B-PromptReco-v1/DQMIO,14005952397,120688808,2024-04-09 07:45:28+00:00,2024-04-09 07:45:28+00:00,/store/data/Run2024B/ZeroBias/DQMIO/PromptReco-v1/000/379/003/00000/D230B4DA-4BD7-4BCB-9E5C-5936E3152361.root,FINISHED,
14944573,/ZeroBias/Run2024B-PromptReco-v1/DQMIO,14005952437,110591936,2024-04-09 07:45:28+00:00,2024-04-09 07:45:28+00:00,/store/data/Run2024B/ZeroBias/DQMIO/PromptReco-v1/000/379/006/00000/CB7F4E92-9998-424D-B472-7A4F3F84560B.root,FINISHED,
14944573,/ZeroBias/Run2024B-PromptReco-v1/DQMIO,14005952477,106480111,2024-04-09 07:45:28+00:00,2024-04-09 07:45:28+00:00,/store/data/Run2024B/ZeroBias/DQMIO/PromptReco-v1/000/379/009/00000/7F70BB22-9FB4-4D75-AF5C-3239AF22A121.root,FINISHED,
14944573,/ZeroBias/Run2024B-PromptReco-v1/DQMIO,14005952517,421139963,2024-04-09 07:45:28+00:00,2024-04-09 07:45:28+00:00,/store/data/Run2024B/ZeroBias/DQMIO/PromptReco-v1/000/379/011/00000/83B9FD91-AF1C-4F4E-B4CD-81B5566AC7E7.root,FINISHED,
14944573,/ZeroBias/Run2024B-PromptReco-v1/DQMIO,14005952557,444719635,2024-04-09 07:45:28+00:00,2024-04-09 07:45:28+00:00,/store/data/Run2024B/ZeroBias/DQMIO/PromptReco-v1/000/379/011/00000/C23B5ED9-DCD3-4A2A-A829-DF52F9F3036B.root,FINISHED,
