run_number,dataset_id,dataset,file_id,file_size,creation_date,last_modification_date,logical_file_name,status,err_trace
382913,14986300,/ZeroBias/Run2024F-PromptReco-v1/DQMIO,16820640717,408584964,2024-07-12 15:57:52+00:00,2024-07-12 15:57:52+00:00,/store/data/Run2024F/ZeroBias/DQMIO/PromptReco-v1/000/382/913/00000/9D2E3260-8E76-4244-9FB5-3707BFA9EF20.root,FINISHED,
382913,14986300,/ZeroBias/Run2024F-PromptReco-v1/DQMIO,16855210077,46005258,2024-07-13 13:17:20+00:00,2024-07-13 13:17:20+00:00,/store/data/Run2024F/ZeroBias/DQMIO/PromptReco-v1/000/382/913/00000/19CEC6CD-3DBF-465B-892E-6B25E46F4170.root,FINISHED,
382913,14986300,/ZeroBias/Run2024F-PromptReco-v1/DQMIO,16820640517,597351641,2024-07-12 15:57:52+00:00,2024-07-12 15:57:52+00:00,/store/data/Run2024F/ZeroBias/DQMIO/PromptReco-v1/000/382/913/00000/9D791E27-C11E-4A2F-9FC3-AF2501AF58B7.root,FINISHED,
382913,14986300,/ZeroBias/Run2024F-PromptReco-v1/DQMIO,16820640397,613571138,2024-07-12 15:57:52+00:00,2024-07-12 15:57:52+00:00,/store/data/Run2024F/ZeroBias/DQMIO/PromptReco-v1/000/382/913/00000/DA721E4B-2E55-4B8A-9D81-B577604992F6.root,FINISHED,
384614,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17337561597,331950029,2024-08-20 20:16:23+00:00,2024-08-20 20:16:23+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/384/614/00000/81040948-A093-477A-82AB-676019CCE817.root,FINISHED,
384614,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17337561677,350067848,2024-08-20 20:16:23+00:00,2024-08-20 20:16:23+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/384/614/00000/7979CF59-E035-4908-BBD6-BB491C2862F4.root,FINISHED,
384614,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17338772917,350021977,2024-08-20 23:54:19+00:00,2024-08-20 23:54:19+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/384/614/00000/31838208-B6DB-45B9-B71C-33DC2460D72B.root,FINISHED,
384614,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17337561717,349809514,2024-08-20 20:16:23+00:00,2024-08-20 20:16:23+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/384/614/00000/15AD6C54-7594-4C3A-95FC-7A8CAA82D8DC.root,FINISHED,
384614,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17338773237,413627969,2024-08-20 23:54:19+00:00,2024-08-20 23:54:19+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/384/614/00000/355ED944-B4CF-407C-8546-C87A34733DB4.root,FINISHED,
384614,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17340074117,363511987,2024-08-21 06:18:59+00:00,2024-08-21 06:18:59+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/384/614/00000/5BBAD3C5-9E9E-448E-8EBE-1A4580062CD6.root,FINISHED,
384614,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17338772997,373307581,2024-08-20 23:54:19+00:00,2024-08-20 23:54:19+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/384/614/00000/22702884-BB1D-4E24-9615-4A4E1C751166.root,FINISHED,
384614,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17339070877,376381586,2024-08-21 00:45:20+00:00,2024-08-21 00:45:20+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/384/614/00000/CBC4F6BC-CD14-44F4-9390-06BACB0153E6.root,FINISHED,
384614,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17338772957,367974893,2024-08-20 23:54:19+00:00,2024-08-20 23:54:19+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/384/614/00000/00FF0E8D-4CC4-46C8-AF2E-4AB790FD4B77.root,FINISHED,
384614,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17338773037,397318024,2024-08-20 23:54:19+00:00,2024-08-20 23:54:19+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/384/614/00000/B4B7E222-66A9-46CA-B339-3DBD077B2843.root,FINISHED,
384614,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17338773117,394545300,2024-08-20 23:54:19+00:00,2024-08-20 23:54:19+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/384/614/00000/72517837-6699-449B-8925-7DA87D054CB4.root,FINISHED,
384614,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17338773357,365301862,2024-08-20 23:54:19+00:00,2024-08-20 23:54:19+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/384/614/00000/AA97082F-C2D7-4A2C-8F95-6984AD64F65D.root,FINISHED,
384614,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17338773077,423737472,2024-08-20 23:54:19+00:00,2024-08-20 23:54:19+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/384/614/00000/DFEFCDAB-9BE3-4AE8-8835-3CF5FF17C178.root,FINISHED,
384614,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17340074197,80342174,2024-08-21 06:18:59+00:00,2024-08-21 06:18:59+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/384/614/00000/70D1AC3F-41C4-47ED-9ED7-E29DD75C42B5.root,FINISHED,
382435,14986300,/ZeroBias/Run2024F-PromptReco-v1/DQMIO,16178406677,806486509,2024-06-29 07:13:40+00:00,2024-06-29 07:13:40+00:00,/store/data/Run2024F/ZeroBias/DQMIO/PromptReco-v1/000/382/435/00000/E86B0D1E-D327-4FAD-9860-213A225AD1F1.root,FINISHED,
382435,14986300,/ZeroBias/Run2024F-PromptReco-v1/DQMIO,16230222557,103228857,2024-06-29 17:00:53+00:00,2024-06-29 17:00:53+00:00,/store/data/Run2024F/ZeroBias/DQMIO/PromptReco-v1/000/382/435/00000/C15C38BF-0C76-4547-8555-B2E4FA6B07B6.root,FINISHED,
383756,14986300,/ZeroBias/Run2024F-PromptReco-v1/DQMIO,17146043917,341575021,2024-08-02 16:17:56+00:00,2024-08-02 16:17:56+00:00,/store/data/Run2024F/ZeroBias/DQMIO/PromptReco-v1/000/383/756/00000/888D031D-4235-44CA-AC9E-3BE0C9CA3762.root,FINISHED,
383756,14986300,/ZeroBias/Run2024F-PromptReco-v1/DQMIO,17146044517,351814340,2024-08-02 16:17:56+00:00,2024-08-02 16:17:56+00:00,/store/data/Run2024F/ZeroBias/DQMIO/PromptReco-v1/000/383/756/00000/E0505B3E-733E-4C71-A241-A8B645E304D0.root,FINISHED,
383756,14986300,/ZeroBias/Run2024F-PromptReco-v1/DQMIO,17146044677,356333453,2024-08-02 16:17:56+00:00,2024-08-02 16:17:56+00:00,/store/data/Run2024F/ZeroBias/DQMIO/PromptReco-v1/000/383/756/00000/7AFD52E2-1FBA-45B3-8D82-EF8FA268C62A.root,FINISHED,
383756,14986300,/ZeroBias/Run2024F-PromptReco-v1/DQMIO,17146043997,460124998,2024-08-02 16:17:56+00:00,2024-08-02 16:17:56+00:00,/store/data/Run2024F/ZeroBias/DQMIO/PromptReco-v1/000/383/756/00000/B9BE83F4-4247-4E82-94DB-09FE45EFFF31.root,FINISHED,
383756,14986300,/ZeroBias/Run2024F-PromptReco-v1/DQMIO,17146044197,502993044,2024-08-02 16:17:56+00:00,2024-08-02 16:17:56+00:00,/store/data/Run2024F/ZeroBias/DQMIO/PromptReco-v1/000/383/756/00000/023397B2-C873-415E-B7D7-A227F9DE531D.root,FINISHED,
383756,14986300,/ZeroBias/Run2024F-PromptReco-v1/DQMIO,17146044317,368787605,2024-08-02 16:17:56+00:00,2024-08-02 16:17:56+00:00,/store/data/Run2024F/ZeroBias/DQMIO/PromptReco-v1/000/383/756/00000/E83B4DB5-C56F-4868-B1AC-B55C95D46CCA.root,FINISHED,
383756,14986300,/ZeroBias/Run2024F-PromptReco-v1/DQMIO,17146044157,529202192,2024-08-02 16:17:56+00:00,2024-08-02 16:17:56+00:00,/store/data/Run2024F/ZeroBias/DQMIO/PromptReco-v1/000/383/756/00000/41ADC182-6ADA-4D7F-B5C7-02682F0A10CD.root,FINISHED,
383756,14986300,/ZeroBias/Run2024F-PromptReco-v1/DQMIO,17146044237,499857252,2024-08-02 16:17:56+00:00,2024-08-02 16:17:56+00:00,/store/data/Run2024F/ZeroBias/DQMIO/PromptReco-v1/000/383/756/00000/59A79E6E-6064-4AFB-8EA7-C72DF8DC4BEB.root,FINISHED,
383756,14986300,/ZeroBias/Run2024F-PromptReco-v1/DQMIO,17146044277,440316471,2024-08-02 16:17:56+00:00,2024-08-02 16:17:56+00:00,/store/data/Run2024F/ZeroBias/DQMIO/PromptReco-v1/000/383/756/00000/CB3E5D53-9D37-4A36-8039-49F65D169B6D.root,FINISHED,
383756,14986300,/ZeroBias/Run2024F-PromptReco-v1/DQMIO,17146044117,375514901,2024-08-02 16:17:56+00:00,2024-08-02 16:17:56+00:00,/store/data/Run2024F/ZeroBias/DQMIO/PromptReco-v1/000/383/756/00000/D47AA718-1696-4220-B51B-E79537BF2708.root,FINISHED,
383756,14986300,/ZeroBias/Run2024F-PromptReco-v1/DQMIO,17146044357,385439312,2024-08-02 16:17:56+00:00,2024-08-02 16:17:56+00:00,/store/data/Run2024F/ZeroBias/DQMIO/PromptReco-v1/000/383/756/00000/DDC4C1A3-7A46-472D-8594-990C94A96B98.root,FINISHED,
383756,14986300,/ZeroBias/Run2024F-PromptReco-v1/DQMIO,17146044397,360650942,2024-08-02 16:17:56+00:00,2024-08-02 16:17:56+00:00,/store/data/Run2024F/ZeroBias/DQMIO/PromptReco-v1/000/383/756/00000/2A0B82E8-9771-440B-925C-55FDE0A9FB64.root,FINISHED,
383756,14986300,/ZeroBias/Run2024F-PromptReco-v1/DQMIO,17157776997,312014235,2024-08-03 21:02:08+00:00,2024-08-03 21:02:08+00:00,/store/data/Run2024F/ZeroBias/DQMIO/PromptReco-v1/000/383/756/00000/70452C00-1948-42BA-B612-2B8F5348805B.root,FINISHED,
384565,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17331009957,354488737,2024-08-19 18:30:57+00:00,2024-08-19 18:30:57+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/384/565/00000/E6D4A9B3-130E-4757-9387-90A64FCA348F.root,FINISHED,
384565,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17331995637,249727754,2024-08-19 22:36:16+00:00,2024-08-19 22:36:16+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/384/565/00000/85DF8D23-E958-41D0-B06C-A89B8595EEDF.root,FINISHED,
384565,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17331010157,543006386,2024-08-19 18:30:57+00:00,2024-08-19 18:30:57+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/384/565/00000/36C681A0-A20B-4EDB-B110-82D9D5EA5356.root,FINISHED,
384565,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17331009997,502817522,2024-08-19 18:30:57+00:00,2024-08-19 18:30:57+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/384/565/00000/4084383C-BC50-4F03-B887-B2B04D9BEC2C.root,FINISHED,
384565,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17331010077,632476562,2024-08-19 18:30:57+00:00,2024-08-19 18:30:57+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/384/565/00000/92024AF3-9E0A-4688-8CC2-96E13E24EA90.root,FINISHED,
384565,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17331010037,611235909,2024-08-19 18:30:57+00:00,2024-08-19 18:30:57+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/384/565/00000/0B875F2C-2FB2-49FE-86AF-B515BD0899C3.root,FINISHED,
384565,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17331010117,625968505,2024-08-19 18:30:57+00:00,2024-08-19 18:30:57+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/384/565/00000/503564BD-42EC-4483-860B-662365A0A383.root,FINISHED,
384565,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17331010277,430284730,2024-08-19 18:30:57+00:00,2024-08-19 18:30:57+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/384/565/00000/A0D9F632-963B-422B-BA9E-478B2E24379F.root,FINISHED,
384565,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17331010357,481696845,2024-08-19 18:30:57+00:00,2024-08-19 18:30:57+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/384/565/00000/FD4A3CCC-D043-4E69-8178-78DD717871DE.root,FINISHED,
384565,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17331010197,641956535,2024-08-19 18:30:57+00:00,2024-08-19 18:30:57+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/384/565/00000/338E6761-51D9-444F-BA17-0B5852B92FAD.root,FINISHED,
384565,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17331010317,407372938,2024-08-19 18:30:57+00:00,2024-08-19 18:30:57+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/384/565/00000/EF6146E2-3723-4330-91D8-10B592B63870.root,FINISHED,
384565,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17331010237,541292047,2024-08-19 18:30:57+00:00,2024-08-19 18:30:57+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/384/565/00000/918C6CCC-F107-49FC-AAF3-EB5510E0DEED.root,FINISHED,
384565,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17331010397,373347616,2024-08-19 18:30:57+00:00,2024-08-19 18:30:57+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/384/565/00000/DD294AB9-D5B4-4CB0-8D64-0CDCDDBAAD41.root,FINISHED,
385194,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17444297157,431587088,2024-09-04 14:55:29+00:00,2024-09-04 14:55:29+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/385/194/00000/5DAE81A8-793F-4FCE-BC9A-3AF5705D857C.root,FINISHED,
385194,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17446689317,358800238,2024-09-04 17:39:16+00:00,2024-09-04 17:39:16+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/385/194/00000/7177A957-42C0-4059-B32D-8E7FFB29FB76.root,FINISHED,
385194,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17444297357,425194298,2024-09-04 14:55:29+00:00,2024-09-04 14:55:29+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/385/194/00000/3ECB57DF-D31E-4EB4-8A89-FB520964CF98.root,FINISHED,
385194,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17446689077,405349006,2024-09-04 17:39:16+00:00,2024-09-04 17:39:16+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/385/194/00000/0122959E-DE0B-4D2E-BAC9-FB4818605F48.root,FINISHED,
385194,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17444297237,422197674,2024-09-04 14:55:29+00:00,2024-09-04 14:55:29+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/385/194/00000/A95E7EC4-E211-4893-9CFE-B8CE2EB0D913.root,FINISHED,
385194,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17446689157,421267625,2024-09-04 17:39:16+00:00,2024-09-04 17:39:16+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/385/194/00000/9AB8D15A-60F7-4268-A8AE-2F8C14ECC850.root,FINISHED,
385194,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17444297197,481513815,2024-09-04 14:55:29+00:00,2024-09-04 14:55:29+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/385/194/00000/E5D9B00F-9094-47F4-953D-E0DE81191F1D.root,FINISHED,
385194,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17444297277,569367625,2024-09-04 14:55:29+00:00,2024-09-04 14:55:29+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/385/194/00000/B32A2C7A-CAF7-4C1D-9CD8-3E806D64E90E.root,FINISHED,
385194,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17449462277,279603702,2024-09-04 22:18:03+00:00,2024-09-04 22:18:03+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/385/194/00000/23599F7A-89BC-4737-9A0A-84ECD76B0026.root,FINISHED,
385194,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17446689197,371197764,2024-09-04 17:39:16+00:00,2024-09-04 17:39:16+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/385/194/00000/62A29417-C6CE-4A4B-B0E5-101A1A3E73B0.root,FINISHED,
385194,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17444297397,353247214,2024-09-04 14:55:29+00:00,2024-09-04 14:55:29+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/385/194/00000/FADDF65E-A223-43AB-901D-B7230AF6E398.root,FINISHED,
385194,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17444297317,456217548,2024-09-04 14:55:29+00:00,2024-09-04 14:55:29+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/385/194/00000/F47D769A-A14E-4DF3-89C6-B58F0C3CB706.root,FINISHED,
385194,15042470,/ZeroBias/Run2024G-PromptReco-v1/DQMIO,17446689237,403004246,2024-09-04 17:39:16+00:00,2024-09-04 17:39:16+00:00,/store/data/Run2024G/ZeroBias/DQMIO/PromptReco-v1/000/385/194/00000/B9942350-2F30-4634-A65D-A2B0592E71F7.root,FINISHED,
383162,14986300,/ZeroBias/Run2024F-PromptReco-v1/DQMIO,16898519277,613053826,2024-07-17 11:54:07+00:00,2024-07-17 11:54:07+00:00,/store/data/Run2024F/ZeroBias/DQMIO/PromptReco-v1/000/383/162/00000/63F87475-2BF5-4CAF-A454-53494F7095F9.root,FINISHED,
383162,14986300,/ZeroBias/Run2024F-PromptReco-v1/DQMIO,16898519117,497667024,2024-07-17 11:54:07+00:00,2024-07-17 11:54:07+00:00,/store/data/Run2024F/ZeroBias/DQMIO/PromptReco-v1/000/383/162/00000/6DC48C9F-255C-4351-864E-B9B7460A6D31.root,FINISHED,
383162,14986300,/ZeroBias/Run2024F-PromptReco-v1/DQMIO,16898519357,391014319,2024-07-17 11:54:07+00:00,2024-07-17 11:54:07+00:00,/store/data/Run2024F/ZeroBias/DQMIO/PromptReco-v1/000/383/162/00000/2103921C-3BCC-4696-AF24-F863D70E2C40.root,FINISHED,
